Time,IronAvgP,SteelAvgP
2019-09-13T21:38:37-04:00,1191,3082
2019-09-13T22:04:32-04:00,1194,2911
2019-09-13T22:19:32-04:00,1198,2983
2019-09-13T22:34:21-04:00,1182,2953
2019-09-13T22:49:34-04:00,1184,4153
2019-09-13T23:13:07-04:00,1197,2985
2019-09-13T23:42:13-04:00,1188,2900
2019-09-13T23:57:12-04:00,1131,2511
2019-09-14T00:12:09-04:00,1161,2895
2019-09-14T00:27:10-04:00,1161,2925
2019-09-14T00:42:06-04:00,1244,2932
2019-09-14T00:57:17-04:00,1267,2906
2019-09-14T01:12:13-04:00,1267,2892
2019-09-14T01:27:32-04:00,1267,2899
2019-09-14T01:42:10-04:00,1267,2951
2019-09-14T01:57:08-04:00,1267,2970
2019-09-14T02:12:15-04:00,1267,2973
2019-09-14T02:27:12-04:00,1281,2974
2019-09-14T02:42:14-04:00,1273,2974
2019-09-14T02:57:12-04:00,1280,2971
2019-09-14T03:12:08-04:00,1283,2974
2019-09-14T03:27:09-04:00,1247,2978
2019-09-14T03:42:08-04:00,1247,2978
2019-09-14T03:57:10-04:00,1228,2973
2019-09-14T04:12:10-04:00,1227,2963
2019-09-14T04:27:15-04:00,1208,2972
2019-09-14T04:42:11-04:00,1133,2974
2019-09-14T04:57:12-04:00,1181,2955
2019-09-14T05:12:05-04:00,1181,2617
2019-09-14T05:27:07-04:00,1227,2837
2019-09-14T05:42:11-04:00,1272,2927
2019-09-14T05:57:16-04:00,1272,2927
2019-09-14T06:12:18-04:00,1272,2850
2019-09-14T06:27:20-04:00,1258,2850
2019-09-14T06:42:12-04:00,1258,2524
2019-09-14T06:57:11-04:00,1258,2524
2019-09-14T07:12:09-04:00,1271,2819
2019-09-14T07:27:07-04:00,1271,2904
2019-09-14T07:42:12-04:00,1238,2808
2019-09-14T07:57:13-04:00,1288,2971
2019-09-14T08:12:15-04:00,1288,2960
2019-09-14T08:27:11-04:00,1288,2935
2019-09-14T08:42:11-04:00,1288,2898
2019-09-14T08:57:07-04:00,1288,2898
2019-09-14T09:12:13-04:00,1288,2898
2019-09-14T09:27:11-04:00,1284,2864
2019-09-14T09:42:12-04:00,1284,2874
2019-09-14T09:57:15-04:00,1255,2859
2019-09-14T10:12:18-04:00,1255,2871
2019-09-14T10:27:08-04:00,1255,2872
2019-09-14T10:42:05-04:00,1255,2821
2019-09-14T10:57:04-04:00,1175,2872
2019-09-14T11:12:11-04:00,1135,2872
2019-09-14T11:27:10-04:00,1161,2872
2019-09-14T11:42:06-04:00,1169,2872
2019-09-14T11:57:09-04:00,1169,2872
2019-09-14T12:12:14-04:00,1169,2873
2019-09-14T12:27:08-04:00,1117,2872
2019-09-14T12:42:10-04:00,1117,2872
2019-09-14T12:57:13-04:00,1117,2801
2019-09-14T13:12:12-04:00,1117,2870
2019-09-14T13:27:12-04:00,1112,2871
2019-09-14T13:42:23-04:00,1142,2699
2019-09-14T14:01:33-04:00,1103,2787
2019-09-14T14:16:37-04:00,1306,2847
2019-09-14T14:31:42-04:00,1306,2765
2019-09-14T14:46:37-04:00,1212,2793
2019-09-14T15:01:41-04:00,1212,2809
2019-09-14T15:16:41-04:00,1212,2874
2019-09-14T15:31:34-04:00,1226,2833
2019-09-14T15:46:41-04:00,1192,2853
2019-09-14T16:01:31-04:00,1192,2868
2019-09-14T16:16:36-04:00,1185,2870
2019-09-14T16:31:34-04:00,1209,2875
2019-09-14T16:46:40-04:00,1209,2891
2019-09-14T17:01:35-04:00,1160,2898
2019-09-14T17:16:41-04:00,1160,2898
2019-09-14T17:31:41-04:00,1160,2898
2019-09-14T17:46:42-04:00,1114,2889
2019-09-14T18:01:44-04:00,1114,2883
2019-09-14T18:16:40-04:00,1104,2578
2019-09-14T18:31:36-04:00,1104,2827
2019-09-14T18:46:34-04:00,1104,2871
2019-09-14T19:01:35-04:00,1104,2879
2019-09-14T19:16:42-04:00,1104,2879
2019-09-14T19:31:35-04:00,1104,2879
2019-09-14T19:46:30-04:00,1104,2518
2019-09-14T20:01:39-04:00,1127,2863
2019-09-14T20:16:27-04:00,1140,2899
2019-09-14T20:31:36-04:00,1131,2898
2019-09-14T20:46:39-04:00,1106,2889
2019-09-14T21:01:37-04:00,1105,2899
2019-09-14T21:16:33-04:00,1195,2844
2019-09-14T21:31:45-04:00,1210,2860
2019-09-14T21:46:35-04:00,1215,2556
2019-09-14T22:06:10-04:00,1211,2895
2019-09-14T22:24:04-04:00,1156,2799
2019-09-14T22:39:02-04:00,1108,2887
2019-09-14T22:54:00-04:00,1175,2895
2019-09-14T23:09:05-04:00,1198,2896
2019-09-14T23:24:04-04:00,1109,2969
2019-09-14T23:39:05-04:00,1109,2831
2019-09-14T23:54:09-04:00,1106,3224
2019-09-15T00:09:00-04:00,1105,2966
2019-09-15T00:24:04-04:00,1105,2959
2019-09-15T00:39:04-04:00,1208,2953
2019-09-15T00:54:07-04:00,1261,2960
2019-09-15T01:09:01-04:00,1261,2958
2019-09-15T01:24:06-04:00,1109,2958
2019-09-15T01:39:08-04:00,1106,2958
2019-09-15T01:54:07-04:00,1129,2959
2019-09-15T02:09:00-04:00,1121,2956
2019-09-15T02:24:06-04:00,1121,2955
2019-09-15T02:39:04-04:00,1229,2885
2019-09-15T02:54:04-04:00,1229,2959
2019-09-15T03:09:09-04:00,1250,2957
2019-09-15T03:24:11-04:00,1241,2957
2019-09-15T03:39:14-04:00,1228,2955
2019-09-15T03:54:15-04:00,1157,2954
2019-09-15T04:09:05-04:00,1157,2954
2019-09-15T04:24:06-04:00,1236,2948
2019-09-15T04:39:00-04:00,1236,2956
2019-09-15T04:53:58-04:00,1257,2973
2019-09-15T05:08:59-04:00,1257,2991
2019-09-15T05:24:06-04:00,1257,2982
2019-09-15T05:39:09-04:00,1257,2964
2019-09-15T05:54:09-04:00,1257,2935
2019-09-15T06:09:06-04:00,1257,2947
2019-09-15T06:24:07-04:00,1257,2775
2019-09-15T06:39:09-04:00,1182,2932
2019-09-15T06:54:07-04:00,1127,2934
2019-09-15T07:08:59-04:00,1127,2934
2019-09-15T07:51:54-04:00,1103,2900
2019-09-15T08:07:07-04:00,1246,2617
2019-09-15T08:28:13-04:00,1246,2781
2019-09-15T08:43:13-04:00,1246,2781
2019-09-15T08:58:12-04:00,1250,2836
2019-09-15T09:13:17-04:00,1250,2826
2019-09-15T09:28:18-04:00,1109,2764
2019-09-15T10:03:55-04:00,1177,2841
2019-09-15T10:18:53-04:00,1177,2841
2019-09-15T10:33:58-04:00,1111,2716
2019-09-15T10:48:57-04:00,1052,2845
2019-09-15T11:03:55-04:00,1055,2827
2019-09-15T11:18:53-04:00,1105,2629
2019-09-15T11:34:00-04:00,1135,2826
2019-09-15T12:13:25-04:00,1110,2846
2019-09-15T12:38:52-04:00,1110,2680
2019-09-15T12:54:00-04:00,1110,2794
2019-09-15T13:09:01-04:00,1108,2894
2019-09-15T13:23:53-04:00,1108,2773
2019-09-15T13:38:58-04:00,1108,2895
2019-09-15T13:54:05-04:00,1163,2615
2019-09-15T14:09:01-04:00,1203,2819
2019-09-15T14:23:53-04:00,1193,2893
2019-09-15T14:38:56-04:00,1193,2895
2019-09-15T14:53:50-04:00,1109,2895
2019-09-15T15:08:56-04:00,1107,3137
2019-09-15T15:24:04-04:00,1107,2820
2019-09-15T15:38:54-04:00,1220,2793
2019-09-15T15:53:57-04:00,1221,2770
2019-09-15T16:08:58-04:00,1270,2924
2019-09-15T16:23:55-04:00,1270,2864
2019-09-15T16:39:03-04:00,1255,2896
2019-09-15T16:53:54-04:00,1173,2896
2019-09-15T17:08:55-04:00,1173,2896
2019-09-15T17:24:01-04:00,1173,2975
2019-09-15T17:38:59-04:00,1188,2876
2019-09-15T17:53:58-04:00,1188,2880
2019-09-15T18:17:39-04:00,1278,2895
2019-09-15T18:44:34-04:00,1289,2895
2019-09-15T18:59:42-04:00,1289,7228
2019-09-15T19:14:44-04:00,1081,5781
2019-09-15T19:29:42-04:00,1081,3670
2019-09-15T19:44:39-04:00,1107,2871
2019-09-15T19:59:41-04:00,1290,2889
2019-09-15T20:14:36-04:00,1269,2887
2019-09-15T20:29:45-04:00,1269,2839
2019-09-15T20:46:56-04:00,1220,2879
2019-09-15T21:14:20-04:00,1202,2890
2019-09-15T21:40:19-04:00,1199,2883
2019-09-15T21:58:25-04:00,1282,2869
2019-09-15T22:13:30-04:00,1214,2830
2019-09-15T22:28:31-04:00,1151,2869
2019-09-15T22:43:22-04:00,1200,2887
2019-09-15T22:58:20-04:00,1200,2887
2019-09-15T23:13:19-04:00,1181,2888
2019-09-15T23:28:13-04:00,1181,2887
2019-09-15T23:43:26-04:00,1181,2886
2019-09-15T23:58:19-04:00,1181,2886
2019-09-16T00:13:26-04:00,1197,2886
2019-09-16T00:28:31-04:00,1197,2886
2019-09-16T00:43:20-04:00,1204,2863
2019-09-16T00:58:20-04:00,1138,2878
2019-09-16T01:13:15-04:00,1138,2890
2019-09-16T08:14:07-04:00,1113,2884
2019-09-16T08:29:02-04:00,1106,2890
2019-09-16T08:44:04-04:00,1109,2890
2019-09-16T08:58:59-04:00,1184,2802
2019-09-16T09:14:00-04:00,1169,2797
2019-09-16T09:28:53-04:00,1224,2894
2019-09-16T09:44:09-04:00,1245,2890
2019-09-16T09:58:55-04:00,1117,2897
2019-09-16T13:11:11-04:00,1319,2823
2019-09-16T14:08:12-04:00,1317,2875
2019-09-16T14:23:09-04:00,1161,2883
2019-09-16T14:38:15-04:00,1214,2782
2019-09-16T14:53:12-04:00,1142,2887
2019-09-16T15:08:08-04:00,1336,2619
2019-09-16T15:23:20-04:00,1327,2889
2019-09-16T15:38:17-04:00,1327,2898
2019-09-16T15:53:10-04:00,1302,2898
2019-09-16T17:41:50-04:00,1287,2877
2019-09-16T17:56:54-04:00,1287,2914
2019-09-16T18:11:51-04:00,1287,2894
2019-09-16T18:26:45-04:00,1287,2893
2019-09-16T18:41:52-04:00,1287,2849
2019-09-16T18:56:45-04:00,1287,2893
2019-09-16T19:11:55-04:00,1301,2893
2019-09-16T19:27:10-04:00,1301,2892
2019-09-16T21:54:23-04:00,1303,2892
2019-09-16T22:09:26-04:00,1177,2842
2019-09-16T22:24:35-04:00,1311,2867
2019-09-16T22:39:24-04:00,1244,2892
2019-09-16T22:54:22-04:00,1183,3326
2019-09-16T23:09:23-04:00,1243,2914
2019-09-16T23:24:26-04:00,1243,2890
2019-09-16T23:39:21-04:00,1251,2790
2019-09-17T01:30:37-04:00,1308,2839
2019-09-17T01:45:25-04:00,1308,2890
2019-09-17T02:00:28-04:00,1170,2890
2019-09-17T02:15:17-04:00,1170,2890
2019-09-17T02:30:27-04:00,1253,2857
2019-09-17T02:45:22-04:00,1253,2890
2019-09-17T03:00:25-04:00,1271,2890
2019-09-17T03:15:21-04:00,1302,2890
2019-09-17T07:44:54-04:00,1119,2883
2019-09-17T07:59:55-04:00,1119,2888
2019-09-17T08:14:49-04:00,1117,2888
2019-09-17T08:29:51-04:00,1291,2875
2019-09-17T08:44:47-04:00,1220,2886
2019-09-17T08:59:56-04:00,1308,2899
2019-09-17T09:14:48-04:00,1307,2899
2019-09-17T09:29:44-04:00,1114,2817
2019-09-17T12:59:01-04:00,1118,2863
2019-09-17T13:13:59-04:00,1143,2875
2019-09-17T13:29:06-04:00,1119,2875
2019-09-17T13:44:10-04:00,1120,2875
2019-09-17T13:59:03-04:00,1120,2863
2019-09-17T14:14:00-04:00,1120,2874
2019-09-17T14:29:10-04:00,1120,2873
2019-09-17T14:44:07-04:00,1120,2873
2019-09-17T14:59:00-04:00,1120,2744
2019-09-17T15:14:07-04:00,1170,2878
2019-09-17T15:29:00-04:00,1275,2697
2019-09-17T15:44:01-04:00,1162,3258
2019-09-17T15:59:03-04:00,1162,2672
2019-09-17T16:14:12-04:00,1298,2860
2019-09-17T16:29:04-04:00,1298,2775
2019-09-17T16:44:05-04:00,1298,2846
2019-09-17T16:59:03-04:00,1299,2870
2019-09-17T17:14:05-04:00,1299,2870
2019-09-17T17:29:06-04:00,1271,2871
2019-09-17T17:44:05-04:00,1168,2660
2019-09-17T17:59:01-04:00,1301,2869
2019-09-17T18:14:09-04:00,1305,2858
2019-09-17T18:28:58-04:00,1307,2868
2019-09-17T18:44:09-04:00,1158,2868
2019-09-17T18:59:06-04:00,1270,2865
2019-09-17T19:14:05-04:00,1270,2685
2019-09-17T19:28:56-04:00,1270,2848
2019-09-17T19:44:01-04:00,1116,2842
2019-09-17T19:59:02-04:00,1116,2858
2019-09-17T20:13:54-04:00,1111,2835
2019-09-17T20:29:07-04:00,1200,3974
2019-09-17T20:44:06-04:00,1103,2858
2019-09-17T20:59:04-04:00,1154,2858
2019-09-17T21:14:00-04:00,1154,2859
2019-09-17T21:28:53-04:00,1317,2681
2019-09-17T21:44:12-04:00,1317,2695
2019-09-17T21:59:02-04:00,1283,2728
2019-09-17T22:14:02-04:00,1283,2852
2019-09-17T22:29:05-04:00,1310,2872
2019-09-17T22:43:54-04:00,1315,2870
2019-09-17T22:59:00-04:00,1120,2876
2019-09-17T23:14:06-04:00,1225,2875
2019-09-17T23:28:58-04:00,1258,2888
2019-09-17T23:43:59-04:00,1258,2888
2019-09-17T23:59:00-04:00,1314,2888
2019-09-18T00:14:00-04:00,1315,2884
2019-09-18T00:29:05-04:00,1202,2880
2019-09-18T00:44:01-04:00,1257,2862
2019-09-18T00:59:00-04:00,883,2789
2019-09-18T01:14:06-04:00,824,2787
2019-09-18T01:29:07-04:00,1165,2832
2019-09-18T01:44:04-04:00,1297,2862
2019-09-18T01:59:01-04:00,947,2860
2019-09-18T02:14:04-04:00,947,2860
2019-09-18T02:29:09-04:00,1311,2860
2019-09-18T02:43:59-04:00,1311,2857
2019-09-18T02:59:06-04:00,1311,2853
2019-09-18T03:14:05-04:00,1311,2850
2019-09-18T03:29:05-04:00,817,2849
2019-09-18T03:44:09-04:00,817,2784
2019-09-18T03:58:55-04:00,817,2672
2019-09-18T04:13:58-04:00,816,2805
2019-09-18T04:29:08-04:00,861,2800
2019-09-18T04:44:02-04:00,861,2829
2019-09-18T04:58:59-04:00,861,2802
2019-09-18T05:14:10-04:00,861,2790
2019-09-18T05:28:56-04:00,861,2790
2019-09-18T05:43:56-04:00,861,2790
2019-09-18T05:59:12-04:00,861,2790
2019-09-18T06:13:59-04:00,861,4053
2019-09-18T06:29:05-04:00,861,3708
2019-09-18T06:44:12-04:00,874,3558
2019-09-18T06:59:06-04:00,952,2784
2019-09-18T07:14:01-04:00,1268,2786
2019-09-18T07:28:57-04:00,1053,2785
2019-09-18T07:44:04-04:00,1313,2731
2019-09-18T08:08:01-04:00,1313,2726
2019-09-18T08:23:06-04:00,1311,2728
2019-09-18T08:38:04-04:00,1036,2718
2019-09-18T08:52:56-04:00,1167,2675
2019-09-18T09:08:00-04:00,1292,2721
2019-09-18T09:22:55-04:00,1316,2730
2019-09-18T09:38:07-04:00,1316,2726
2019-09-18T09:53:13-04:00,1317,2722
2019-09-18T10:08:01-04:00,1311,2721
2019-09-18T10:23:08-04:00,1251,2741
2019-09-18T10:38:03-04:00,1233,2712
2019-09-18T10:53:14-04:00,1444,2666
2019-09-18T11:08:10-04:00,1279,2709
2019-09-18T11:23:00-04:00,1279,2709
2019-09-18T11:38:03-04:00,1279,2709
2019-09-18T11:53:02-04:00,1279,2709
2019-09-18T12:08:02-04:00,1279,2709
2019-09-18T12:23:06-04:00,1279,2686
2019-09-18T12:38:04-04:00,1170,2703
2019-09-18T12:53:07-04:00,1136,2669
2019-09-18T13:08:12-04:00,1101,2667
2019-09-18T13:23:04-04:00,1016,2682
2019-09-18T13:38:03-04:00,1014,2685
2019-09-18T13:53:00-04:00,1014,2685
2019-09-18T14:08:04-04:00,1092,2600
2019-09-18T14:23:03-04:00,1092,2657
2019-09-18T14:38:09-04:00,1148,2684
2019-09-18T14:53:08-04:00,1242,2682
2019-09-18T15:08:03-04:00,1052,2684
2019-09-18T15:22:59-04:00,1245,2681
2019-09-18T15:38:00-04:00,1166,2629
2019-09-18T15:53:06-04:00,1096,2660
2019-09-18T16:08:07-04:00,1073,2670
2019-09-18T16:23:10-04:00,1009,2683
2019-09-18T16:37:57-04:00,1269,2683
2019-09-18T16:53:02-04:00,1877,2683
2019-09-18T17:08:08-04:00,1231,2646
2019-09-18T17:22:55-04:00,1231,2674
2019-09-18T17:38:07-04:00,1246,2630
2019-09-18T17:53:10-04:00,1246,2682
2019-09-18T18:08:08-04:00,1288,2678
2019-09-18T18:23:04-04:00,1289,2788
2019-09-18T18:37:58-04:00,1295,2707
2019-09-18T20:18:29-04:00,1487,2586
2019-09-18T20:33:34-04:00,1451,2650
2019-09-18T20:48:27-04:00,1045,2697
2019-09-18T21:03:36-04:00,1006,2541
2019-09-18T22:15:57-04:00,1153,2683
2019-09-18T22:30:54-04:00,1048,2712
2019-09-18T22:45:59-04:00,1171,2707
2019-09-18T23:00:58-04:00,1308,2705
2019-09-18T23:16:00-04:00,1384,2689
2019-09-18T23:30:55-04:00,1384,2689
2019-09-18T23:46:03-04:00,1384,2688
2019-09-19T00:00:56-04:00,1384,2688
2019-09-19T00:16:02-04:00,1098,2688
2019-09-19T00:31:01-04:00,1037,2688
2019-09-19T00:46:05-04:00,1037,2689
2019-09-19T01:00:58-04:00,1013,2687
2019-09-19T01:15:49-04:00,1009,2672
2019-09-19T01:31:01-04:00,1074,2656
2019-09-19T01:46:02-04:00,1091,2626
2019-09-19T02:01:00-04:00,1091,2637
2019-09-19T02:15:58-04:00,1331,2645
2019-09-19T02:30:57-04:00,1325,2687
2019-09-19T02:45:57-04:00,1135,2651
2019-09-19T03:00:56-04:00,1135,2660
2019-09-19T03:16:00-04:00,1135,2686
2019-09-19T03:30:53-04:00,1135,2690
2019-09-19T03:46:00-04:00,1013,2690
2019-09-19T04:01:01-04:00,1150,2687
2019-09-19T04:16:01-04:00,1383,2703
2019-09-19T04:30:52-04:00,1384,2703
2019-09-19T04:45:58-04:00,1384,2703
2019-09-19T05:00:53-04:00,1384,2703
2019-09-19T05:15:56-04:00,1384,2703
2019-09-19T05:31:01-04:00,1384,2700
2019-09-19T05:45:56-04:00,1384,2700
2019-09-19T06:01:06-04:00,1384,2700
2019-09-19T06:16:05-04:00,1396,2684
2019-09-19T06:30:54-04:00,1396,2749
2019-09-19T06:45:58-04:00,1081,2702
2019-09-19T07:00:51-04:00,1379,2635
2019-09-19T07:15:51-04:00,1379,2799
2019-09-19T07:31:04-04:00,1379,2797
2019-09-19T07:45:57-04:00,1182,2797
2019-09-19T08:00:55-04:00,1182,2696
2019-09-19T08:15:54-04:00,1083,2783
2019-09-19T08:31:01-04:00,1386,2797
2019-09-19T08:46:18-04:00,1119,2797
2019-09-19T09:01:00-04:00,1274,2802
2019-09-19T09:16:03-04:00,1362,2751
2019-09-19T09:30:57-04:00,1362,2776
2019-09-19T09:45:51-04:00,1331,2796
2019-09-19T10:01:01-04:00,1331,2797
2019-09-19T10:16:04-04:00,1344,2796
2019-09-19T10:31:00-04:00,1344,2795
2019-09-19T10:46:24-04:00,1349,2645
2019-09-19T11:01:03-04:00,1370,2695
2019-09-19T11:16:04-04:00,1396,2707
2019-09-19T11:30:50-04:00,1395,2792
2019-09-19T11:45:50-04:00,1398,2792
2019-09-19T12:01:01-04:00,1398,4916
2019-09-19T12:16:03-04:00,1398,2793
2019-09-19T12:30:57-04:00,1398,2735
2019-09-19T12:45:57-04:00,1398,2791
2019-09-19T13:00:51-04:00,1398,2798
2019-09-19T13:15:53-04:00,1397,2792
2019-09-19T13:30:55-04:00,1450,2792
2019-09-19T13:46:06-04:00,1450,2850
2019-09-19T14:00:55-04:00,1188,2870
2019-09-19T14:16:10-04:00,1188,2894
2019-09-19T14:30:57-04:00,1188,2898
2019-09-19T14:46:05-04:00,1292,2899
2019-09-19T15:01:01-04:00,1292,2919
2019-09-19T15:15:57-04:00,1292,2899
2019-09-19T15:31:06-04:00,1094,2899
2019-09-19T15:46:01-04:00,1038,2675
2019-09-19T16:00:58-04:00,1038,2925
2019-09-19T16:16:03-04:00,1090,2996
2019-09-19T16:30:54-04:00,1179,2996
2019-09-19T16:46:02-04:00,1317,3027
2019-09-19T17:01:01-04:00,1217,2997
2019-09-19T17:16:00-04:00,1217,2971
2019-09-19T17:30:59-04:00,1351,2993
2019-09-19T17:46:05-04:00,1366,2772
2019-09-19T18:01:00-04:00,1366,2880
2019-09-19T20:02:59-04:00,1358,2837
2019-09-19T20:17:57-04:00,1371,2996
2019-09-19T20:34:26-04:00,1396,3477
2019-09-19T21:13:08-04:00,1362,3403
2019-09-19T21:28:10-04:00,1362,3365
2019-09-19T21:43:08-04:00,1362,3362
2019-09-19T21:58:07-04:00,1180,3360
2019-09-19T22:13:04-04:00,1379,3359
2019-09-19T22:28:05-04:00,1379,2818
2019-09-19T22:43:09-04:00,1379,3190
2019-09-19T22:58:10-04:00,1307,3250
2019-09-19T23:13:07-04:00,1075,3161
2019-09-19T23:28:15-04:00,1075,3156
2019-09-19T23:43:06-04:00,1106,2861
2019-09-19T23:58:07-04:00,1106,3196
2019-09-20T00:13:05-04:00,1377,3246
2019-09-20T00:28:13-04:00,1305,3268
2019-09-20T00:43:09-04:00,1041,3248
2019-09-20T00:58:14-04:00,985,2705
2019-09-20T01:13:02-04:00,985,3234
2019-09-20T01:28:17-04:00,985,3247
2019-09-20T01:43:13-04:00,1013,3250
2019-09-20T01:58:02-04:00,1076,3250
2019-09-20T02:13:08-04:00,1076,3249
2019-09-20T02:28:04-04:00,1051,3160
2019-09-20T02:43:05-04:00,1353,3244
2019-09-20T02:58:14-04:00,1385,3246
2019-09-20T03:13:12-04:00,1385,2786
2019-09-20T03:28:10-04:00,1248,2786
2019-09-20T03:43:08-04:00,1155,3080
2019-09-20T03:58:13-04:00,1155,3136
2019-09-20T04:13:02-04:00,1093,3246
2019-09-20T04:28:06-04:00,1093,3058
2019-09-20T04:43:08-04:00,1380,3090
2019-09-20T04:58:11-04:00,1380,3167
2019-09-20T05:13:07-04:00,1380,3233
2019-09-20T05:28:09-04:00,1380,3233
2019-09-20T05:43:06-04:00,1380,3220
2019-09-20T05:57:59-04:00,1394,3200
2019-09-20T06:15:46-04:00,1259,3204
2019-09-20T06:30:44-04:00,1259,3208
2019-09-20T06:45:41-04:00,1259,3202
2019-09-20T07:00:38-04:00,1231,3199
2019-09-20T07:15:46-04:00,1231,3199
2019-09-20T07:30:41-04:00,1231,3156
2019-09-20T07:45:46-04:00,1412,2753
2019-09-20T08:00:41-04:00,1412,3126
2019-09-20T08:15:42-04:00,1327,3130
2019-09-20T08:30:45-04:00,1420,3126
2019-09-20T08:45:44-04:00,1420,3125
2019-09-20T09:00:46-04:00,1420,3124
2019-09-20T09:15:47-04:00,1420,3123
2019-09-20T09:30:47-04:00,1419,3124
2019-09-20T09:45:43-04:00,1419,3124
2019-09-20T10:00:54-04:00,1443,3123
2019-09-20T10:15:41-04:00,1428,3103
2019-09-20T10:30:44-04:00,1238,3105
2019-09-20T10:45:50-04:00,1238,3100
2019-09-20T11:00:51-04:00,1353,3036
2019-09-20T11:15:44-04:00,1467,2937
2019-09-20T11:30:46-04:00,1467,3053
2019-09-20T11:45:53-04:00,1467,3098
2019-09-20T12:00:41-04:00,1467,3035
2019-09-20T12:15:47-04:00,1467,3035
2019-09-20T14:49:17-04:00,1441,3001
2019-09-20T15:04:14-04:00,1301,2878
2019-09-20T15:19:14-04:00,1301,2863
2019-09-20T15:34:08-04:00,1301,2945
2019-09-20T15:49:09-04:00,1227,2833
2019-09-20T16:04:08-04:00,1227,2923
2019-09-20T16:19:18-04:00,1227,2938
2019-09-20T16:34:16-04:00,1227,2941
2019-09-20T16:49:23-04:00,1204,2716
2019-09-20T17:04:13-04:00,1221,2762
2019-09-20T17:19:16-04:00,1068,2943
2019-09-20T17:34:04-04:00,1090,2948
2019-09-20T17:49:11-04:00,1056,2948
2019-09-20T18:04:08-04:00,1476,2948
2019-09-20T18:19:08-04:00,1309,2940
2019-09-20T18:36:01-04:00,1095,2939
2019-09-20T19:19:47-04:00,976,2937
2019-09-20T19:34:42-04:00,1133,2927
2019-09-20T19:49:48-04:00,1133,2925
2019-09-20T20:04:48-04:00,1133,2924
2019-09-20T20:19:45-04:00,1133,2908
2019-09-20T20:34:45-04:00,1133,2905
2019-09-20T20:49:47-04:00,1133,2899
2019-09-20T21:04:45-04:00,1475,2899
2019-09-20T21:19:43-04:00,1475,2870
2019-09-20T21:34:42-04:00,1409,2841
2019-09-20T21:49:45-04:00,1459,2818
2019-09-20T22:04:49-04:00,1459,2837
2019-09-20T22:30:20-04:00,1483,2839
2019-09-20T22:45:21-04:00,1419,2831
2019-09-20T23:00:26-04:00,1455,2801
2019-09-20T23:15:16-04:00,1415,2837
2019-09-20T23:30:17-04:00,1415,2800
2019-09-20T23:45:25-04:00,1415,2817
2019-09-21T00:00:18-04:00,1376,2799
2019-09-21T00:15:17-04:00,1044,2773
2019-09-21T00:30:10-04:00,1257,2800
2019-09-21T00:45:13-04:00,1257,2799
2019-09-21T01:00:18-04:00,1098,2827
2019-09-21T01:15:15-04:00,1098,2822
2019-09-21T01:30:16-04:00,1237,2835
2019-09-21T01:45:19-04:00,1386,2800
2019-09-21T02:00:20-04:00,1467,2800
2019-09-21T02:15:20-04:00,1368,2826
2019-09-21T02:30:16-04:00,1484,2834
2019-09-21T02:45:21-04:00,1484,2866
2019-09-21T03:00:20-04:00,1381,2837
2019-09-21T03:15:16-04:00,1381,2835
2019-09-21T03:30:12-04:00,1381,2835
2019-09-21T03:45:23-04:00,1381,2835
2019-09-21T04:00:19-04:00,1489,2835
2019-09-21T04:15:07-04:00,1489,2835
2019-09-21T04:30:13-04:00,1489,2835
2019-09-21T04:45:22-04:00,1489,2835
2019-09-21T05:00:20-04:00,1489,2836
2019-09-21T05:15:14-04:00,1489,2836
2019-09-21T05:30:16-04:00,1489,2836
2019-09-21T05:45:24-04:00,1489,2806
2019-09-21T06:00:14-04:00,1489,2805
2019-09-21T06:15:23-04:00,1489,2833
2019-09-21T06:30:18-04:00,1489,2836
2019-09-21T06:45:15-04:00,1467,2836
2019-09-21T07:00:15-04:00,1467,2809
2019-09-21T07:23:52-04:00,1467,2801
2019-09-21T07:47:17-04:00,1485,2800
2019-09-21T10:15:39-04:00,1498,2836
2019-09-21T10:44:36-04:00,2468,2836
2019-09-21T11:42:43-04:00,2486,2924
2019-09-21T11:59:56-04:00,2486,2986
2019-09-21T13:44:24-04:00,1544,3027
2019-09-21T13:59:23-04:00,1544,3036
2019-09-21T14:14:30-04:00,1544,3012
2019-09-21T14:29:30-04:00,2407,3003
2019-09-21T14:47:21-04:00,2407,3001
2019-09-21T15:04:37-04:00,2407,2999
2019-09-21T15:19:46-04:00,2262,3000
2019-09-21T15:40:03-04:00,2049,3019
2019-09-21T15:55:04-04:00,2049,3038
2019-09-21T17:52:44-04:00,2372,3044
2019-09-21T18:07:48-04:00,1394,3034
2019-09-21T18:22:47-04:00,2359,3030
2019-09-21T18:37:48-04:00,2359,3017
2019-09-21T18:52:55-04:00,1636,3011
2019-09-21T19:07:46-04:00,1636,3010
2019-09-21T19:22:36-04:00,1792,3010
2019-09-21T19:37:48-04:00,1760,3010
2019-09-21T19:52:50-04:00,1615,3000
2019-09-21T20:07:41-04:00,1615,2981
2019-09-21T20:22:46-04:00,1898,2986
2019-09-21T20:37:52-04:00,1974,3009
2019-09-21T20:52:47-04:00,1304,3007
2019-09-21T21:07:44-04:00,1304,3007
2019-09-21T21:22:41-04:00,1304,3000
2019-09-21T21:37:49-04:00,1303,2953
2019-09-21T21:52:47-04:00,1723,2953
2019-09-21T22:07:51-04:00,1723,2906
2019-09-21T22:22:46-04:00,1723,2979
